BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201701,11,800,201701,11,800,112998,675362,CALIFORNIA,6,2017,January,Flood,C,47,MERCED,HNX,11-JAN-17 08:00:00,PST-8,11-JAN-17 08:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Dam / Levee Break,,,,,,,,,3.0,NW,GUSTINE,4.0,NNW,GUSTINE,37.2767,-121.0384,37.2998,-121.035,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",Merced Emergency Manager reports numerous road closures between Gustine and Newman due to broken levee along Garza Creek.,CSV
201701,11,712,201701,11,712,112998,675361,CALIFORNIA,6,2017,January,Flood,C,19,FRESNO,HNX,11-JAN-17 07:12:00,PST-8,11-JAN-17 07:12:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,4.0,N,HURON,4.0,N,HURON,36.26,-120.1,36.2529,-120.0987,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",California Highway Patrol reported road closure of Highway 269 near Highway 198 north of Huron.,CSV
201701,11,805,201701,11,805,112998,675363,CALIFORNIA,6,2017,January,Flood,C,39,MADERA,HNX,11-JAN-17 08:05:00,PST-8,11-JAN-17 08:05:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,4.0,NE,ONEALS,5.0,NE,ONEALS,37.17,-119.64,37.168,-119.6334,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",California Highway Patrol reported mud covering southbound lanes of Road 200 near House Ranch Road southwest of Fine Gold.,CSV
201701,9,2200,201701,10,2230,111564,676617,CALIFORNIA,6,2017,January,Flood,C,5,AMADOR,STO,09-JAN-17 22:00:00,PST-8,10-JAN-17 22:30:00,0,0,0,0,0.00K,0.00K,Fire Department/Rescue,,,Heavy Rain,,,,,,,,,1.0,E,JACKSON,1.0,E,JACKSON,38.35,-120.77,38.3505,-120.7706,"Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.","Flooding reported on Highway 49, along South Ave. in Jackson for backs of houses near creek, possible flooded basements. Jackson Creek and Sutter Creek rose over banks. Three bridges shut down in the area.",CSV
201701,8,0,201701,11,2359,112998,677961,CALIFORNIA,6,2017,January,Flood,C,31,KINGS,HNX,08-JAN-17 00:00:00,PST-8,11-JAN-17 23:59:00,0,0,0,0,637.19K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,2.0,S,ROSSI,8.0,SSW,KETTLEMAN CITY,36.2666,-119.8279,35.9058,-120.0414,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",CalTrans reported accelerated pavement failure areas of Highway 41 across Kings County due to flood waters.,CSV
201701,3,1900,201701,4,1945,112852,674212,CALIFORNIA,6,2017,January,Flood,C,17,EL DORADO,STO,03-JAN-17 19:00:00,PST-8,04-JAN-17 19:45:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,Heavy Rain,,,,,,,,,2.0,WSW,GOLD HILL,2.0,W,GOLD HILL,38.76,-120.92,38.7664,-120.9162,"A very cold air mass coupled with a strong moisture plume brought several feet of snow to higher elevations. Snow accumulated down into the foothills, impacting travel over long stretches of highways. Local flooding was reported in the Valley.",Minor street flooding was reported on roads near Gold Hill.,CSV
201701,9,116,201701,9,116,112998,675339,CALIFORNIA,6,2017,January,Flood,C,19,FRESNO,HNX,09-JAN-17 01:16:00,PST-8,09-JAN-17 01:16:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1.0,WSW,BURROUGH,1.0,SW,BURROUGH,36.97,-119.35,36.9675,-119.3497,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",California Highway Patrol reported dirt and rocks on roadway due to small landslide from heavy rain on Burrough Valley Road near Sycamore Road east of Humphreys Station.,CSV
201701,8,2121,201701,8,2121,112998,675329,CALIFORNIA,6,2017,January,Flood,C,19,FRESNO,HNX,08-JAN-17 21:21:00,PST-8,08-JAN-17 21:21:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,11.0,W,COALINGA,11.0,WSW,COALINGA,36.1224,-120.5647,36.1021,-120.5574,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",California Highway Patrol reported Highway 198 was closed due to road flooding from Firestone Avenue to the Fresno/Monterey County line west of Coalinga.,CSV
201701,8,2317,201701,8,2317,112998,675331,CALIFORNIA,6,2017,January,Flood,C,39,MADERA,HNX,08-JAN-17 23:17:00,PST-8,08-JAN-17 23:17:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1.0,N,YOSEMITE FORKS,1.0,N,PONDEROSA ACRES,37.38,-119.63,37.3822,-119.6216,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",California Highway Patrol reported southbound lane of Highway 41 was blocked due to debris flow near Road 632 north of Yosemite Forks.,CSV
201701,9,211,201701,9,211,112998,675340,CALIFORNIA,6,2017,January,Flood,C,39,MADERA,HNX,09-JAN-17 02:11:00,PST-8,09-JAN-17 02:11:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,4.0,E,INDIAN SPGS,4.0,E,INDIAN SPGS,37.0585,-119.6572,37.0608,-119.6536,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",California Highway Patrol reported rocks and dirt on Road 200 at Ralston Way just west of Fine Gold Creek north of Millerton Lake.,CSV
201701,9,3,201701,9,3,112998,675334,CALIFORNIA,6,2017,January,Flood,C,107,TULARE,HNX,09-JAN-17 00:03:00,PST-8,09-JAN-17 00:03:00,0,0,0,0,0.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,,,,,,1.0,N,LEMONCOVE,1.0,N,LEMONCOVE,36.4,-119.02,36.3993,-119.0156,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",Broadcast Media reported Highway 198 near Road 248 was closed due to flooding near Citro.,CSV
201701,9,100,201701,9,100,112998,675338,CALIFORNIA,6,2017,January,Flood,C,107,TULARE,HNX,09-JAN-17 01:00:00,PST-8,09-JAN-17 01:00:00,0,0,0,0,0.00K,0.00K,County Official,,,Heavy Rain,,,,,,,,,1.0,N,THREE RIVERS,2.0,N,THREE RIVERS,36.4505,-118.9013,36.4539,-118.8963,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",Tulare County Official reported that the bridge at Kaweah River Drive was closed due to flooding northeast of Three Rivers.,CSV
201701,9,46,201701,9,46,112998,675336,CALIFORNIA,6,2017,January,Flood,C,19,FRESNO,HNX,09-JAN-17 00:46:00,PST-8,09-JAN-17 00:46:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2.0,SSW,PRATHER,2.0,NW,INDIAN MISSION,37.0,-119.53,36.9961,-119.52600000000001,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",California Highway Patrol reported rocks and boulders blocking part of southbound lane on Highway 168 near Tollhouse south of Prather.,CSV
201701,3,2358,201701,4,58,112592,671860,CALIFORNIA,6,2017,January,Flood,C,55,NAPA,MTR,03-JAN-17 23:58:00,PST-8,04-JAN-17 00:58:00,0,0,0,0,0.00K,0.00K,State Official,,,Heavy Rain,,,,,,,,,1.0,E,YOUNTVILLE,1.0,E,YOUNTVILLE,38.4003,-122.3578,38.4002,-122.3575,"The first in a series of three atmospheric river events between January 2 and January 10. Strong winds, flooding, and debris flows occurred throughout this event. Snow was also recorded at higher elevations.",Two feet of water in the road near Heather and Oak Circle. Road has been temporarily closed.,CSV
201701,7,1300,201701,8,1300,111564,665646,CALIFORNIA,6,2017,January,Flood,C,67,SACRAMENTO,STO,07-JAN-17 13:00:00,PST-8,08-JAN-17 13:00:00,0,0,0,0,0.00K,0.00K,Broadcast Media,,,Heavy Rain,,,,,,,,,3.0,ENE,MAYHEW,3.0,E,MAYHEW,38.5304,-121.2472,38.523,-121.2491,"Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",Kiefer Boulevard north of Jackson Rd. was closed due to flooding.,CSV
201701,7,1733,201701,8,1733,111564,665653,CALIFORNIA,6,2017,January,Flood,C,57,NEVADA,STO,07-JAN-17 17:33:00,PST-8,08-JAN-17 17:33:00,0,0,0,0,10.00K,0.00K,Trained Spotter,,,Heavy Rain,,,,,,,,,4.0,W,SODA SPGS,3.0,W,SODA SPGS,39.32,-120.45,39.3188,-120.4435,"Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.","Homes flooded near the Plavada subdivision in Kingvale, with 2 feet of water in some homes and garages.",CSV
201701,5,900,201701,5,900,112800,673916,CALIFORNIA,6,2017,January,Flood,C,29,KERN,HNX,05-JAN-17 09:00:00,PST-8,05-JAN-17 09:00:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,7.0,S,HAVILAH,7.0,S,HAVILAH,35.4192,-118.5397,35.4182,-118.5271,Low pressure moving southeastward into central CA from the Pacific Northwest allowed subtropical moisture stream to be pumped into the region bringing heavy rainfall to the San Joaquin Valley and foothill areas. Orographic lifting caused intensification of rains at times. Heavy mountain snows also occurred. Low clouds and fog from the orographic lifting also created dangerous driving conditions for the Kern County mountain passes.,Kern County Department of Highways reported flooding south of Havilah on Walser Road from Dailey Road to Caliente Bodfish Road.,CSV
201701,5,900,201701,5,900,112800,673954,CALIFORNIA,6,2017,January,Flood,C,29,KERN,HNX,05-JAN-17 09:00:00,PST-8,05-JAN-17 09:00:00,0,0,0,0,6.00K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,0.0,SSW,KERNVALE,0.0,S,KERNVALE,35.6161,-118.4812,35.6187,-118.4802,Low pressure moving southeastward into central CA from the Pacific Northwest allowed subtropical moisture stream to be pumped into the region bringing heavy rainfall to the San Joaquin Valley and foothill areas. Orographic lifting caused intensification of rains at times. Heavy mountain snows also occurred. Low clouds and fog from the orographic lifting also created dangerous driving conditions for the Kern County mountain passes.,Kern County Department of Highways reported flooding in Lake Isabella at the intersection of Lake Isabella Road and Erskine Creek Road. Power poles were also reported leaning due to erosion in this area.,CSV
201701,5,930,201701,5,930,112800,673957,CALIFORNIA,6,2017,January,Flood,C,29,KERN,HNX,05-JAN-17 09:30:00,PST-8,05-JAN-17 09:30:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,2.0,N,DI GIORGIO,1.0,N,DI GIORGIO,35.284,-118.8305,35.2653,-118.8285,Low pressure moving southeastward into central CA from the Pacific Northwest allowed subtropical moisture stream to be pumped into the region bringing heavy rainfall to the San Joaquin Valley and foothill areas. Orographic lifting caused intensification of rains at times. Heavy mountain snows also occurred. Low clouds and fog from the orographic lifting also created dangerous driving conditions for the Kern County mountain passes.,Kern County Department of Highways reported flooding east of Lamont on Tejon Highway from Mountain View Road to Panama Road.,CSV
201701,5,1030,201701,5,1030,112800,673975,CALIFORNIA,6,2017,January,Flood,C,29,KERN,HNX,05-JAN-17 10:30:00,PST-8,05-JAN-17 10:30:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,6.0,WSW,CABLE,6.0,WSW,CABLE,35.1255,-118.6048,35.115,-118.6055,Low pressure moving southeastward into central CA from the Pacific Northwest allowed subtropical moisture stream to be pumped into the region bringing heavy rainfall to the San Joaquin Valley and foothill areas. Orographic lifting caused intensification of rains at times. Heavy mountain snows also occurred. Low clouds and fog from the orographic lifting also created dangerous driving conditions for the Kern County mountain passes.,Kern County Department of Highways reported flooding near Bear Valley Springs on Pellisier Road between Giraudo Road and Baumbach Road.,CSV
201701,7,1600,201701,8,1600,111564,674966,CALIFORNIA,6,2017,January,Flood,C,63,PLUMAS,STO,07-JAN-17 16:00:00,PST-8,08-JAN-17 16:00:00,0,0,0,0,0.00K,0.00K,Newspaper,,,Heavy Rain,,,,,,,,,2.0,SW,MERLIN,2.0,SW,MERLIN,39.88,-121.37,39.8802,-121.3719,"Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",Flooding caused closure of Highway 70 near Cresta Dam on Feather River Canyon. This was due to heavy rain which necessitated the opening of the floodgates.,CSV
201701,7,2300,201701,8,2300,111564,676612,CALIFORNIA,6,2017,January,Flood,C,57,NEVADA,STO,07-JAN-17 23:00:00,PST-8,08-JAN-17 23:00:00,0,0,0,0,0.00K,0.00K,County Official,,,Heavy Rain,,,,,,,,,0.0,N,SODA SPGS,0.0,ESE,SODA SPGS,39.32,-120.38,39.3195,-120.3785,"Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",Roadway flooding cut off access to Lake Van Norden.,CSV
201701,3,1805,201701,3,1905,112592,683580,CALIFORNIA,6,2017,January,Flood,C,97,SONOMA,MTR,03-JAN-17 18:05:00,PST-8,03-JAN-17 19:05:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2.0,NNW,TRENTON,2.0,NNW,TRENTON,38.5039,-122.8615,38.5031,-122.8612,"The first in a series of three atmospheric river events between January 2 and January 10. Strong winds, flooding, and debris flows occurred throughout this event. Snow was also recorded at higher elevations.",Eastside road at Trenton Healdsburg Road entire roadway flooded.,CSV
201701,3,2007,201701,3,2107,112592,683598,CALIFORNIA,6,2017,January,Flood,C,85,SANTA CLARA,MTR,03-JAN-17 20:07:00,PST-8,03-JAN-17 21:07:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1.0,NNW,CAMPBELL,1.0,NNW,CAMPBELL,37.3169,-121.9756,37.3167,-121.9757,"The first in a series of three atmospheric river events between January 2 and January 10. Strong winds, flooding, and debris flows occurred throughout this event. Snow was also recorded at higher elevations.",Roadway flooding. 1 foot deep in right lane of I-280 and Saratoga Ave.,CSV
201701,7,1444,201701,7,1444,112998,675306,CALIFORNIA,6,2017,January,Flood,C,107,TULARE,HNX,07-JAN-17 14:44:00,PST-8,07-JAN-17 14:44:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,3.0,NE,THREE RIVERS,3.0,NE,THREE RIVERS,36.46,-118.87,36.4617,-118.8711,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",California Highway Patrol reported roadway flooding on Highway 198 and Craig Ranch Road northeast of Three Rivers.,CSV
201701,9,0,201701,9,0,112998,675333,CALIFORNIA,6,2017,January,Flood,C,39,MADERA,HNX,09-JAN-17 00:00:00,PST-8,09-JAN-17 00:00:00,0,0,0,0,0.00K,0.00K,Utility Company,,,Planned Dam Release,,,,,,,,,2.0,NNW,NORTH FORK,2.0,N,NORTH FORK,37.2621,-119.5325,37.2586,-119.524,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.",Utility company reported that the mobile home park near Willow Creek and downstream from Crane Valley Dam was to be evacuated due to flood threat from planned Crane Valley Dam releases.,CSV
201701,7,1450,201701,8,1450,111564,665647,CALIFORNIA,6,2017,January,Flood,C,7,BUTTE,STO,07-JAN-17 14:50:00,PST-8,08-JAN-17 14:50:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,Heavy Rain,,,,,,,,,1.0,NNW,SHIPPEE,2.0,N,THERMALITO,39.5476,-121.68700000000001,39.5531,-121.5934,"Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",Cottonwood Road from Table Mountain to Highway 99 closed due to flooding.,CSV
201701,7,1000,201701,8,1025,111564,674965,CALIFORNIA,6,2017,January,Flood,C,7,BUTTE,STO,07-JAN-17 10:00:00,PST-8,08-JAN-17 10:25:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,Heavy Rain,,,,,,,,,4.0,WSW,DAYTON,3.0,WSW,CHICO RANCHAERO ARPT,39.6249,-121.941,39.7002,-121.9208,"Two strong storms brought a range of significant weather impacts to northern interior California. The first storm was very wet and warm, the second not quite as wet but cooler with lower snow levels. Both storms brought strong, damaging winds.  The heavy rain brought widespread flooding of small streams and rivers, with some flooding of main stem rivers, mountain snow many feet deep, and numerous trees down on roads, vehicles, and homes. Many roads, including major highways such as Interstate 80, were shut down due to mudslides, heavy snow, flooding, washouts or avalanche suppression.  EF0 tornadoes were reported at Lincoln and Natomas. Other significant impacts include numerous accidents due to slippery roads, evacuations and rescues due to flooding.",River Road between Chico River Road and Ord Ferry Road was closed due to flooding.,CSV
201701,7,1738,201701,7,1738,112998,675311,CALIFORNIA,6,2017,January,Flood,C,107,TULARE,HNX,07-JAN-17 17:38:00,PST-8,07-JAN-17 17:38:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,3.0,E,KAWEAH,3.0,E,KAWEAH,36.47,-118.86,36.4702,-118.8577,"A series of systems fed by a continued influx of very moist air was pushed into the central California interior through an atmospheric river set-up for several days. This created high snow levels between 9,000-10,000 feet and heavy rainfall for a majority of the San Joaquin Valley County Warning Area which in turn created flooding and flash flooding of area rivers, streams, and water supply canals. Also debris flows, rock slides, and road ponding/flooding was reported.","California Highway Patrol report of mud, dirt, and rock partially blocking Mineral King Road and Highway 198 intersection near Hammond. Traffic was able to move around the obstruction.",CSV
201701,5,900,201701,5,900,112800,673904,CALIFORNIA,6,2017,January,Flood,C,29,KERN,HNX,05-JAN-17 09:00:00,PST-8,05-JAN-17 09:00:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,5.0,WSW,RICARDO,5.0,N,GARLOCK,35.3488,-118.0591,35.4664,-117.7707,Low pressure moving southeastward into central CA from the Pacific Northwest allowed subtropical moisture stream to be pumped into the region bringing heavy rainfall to the San Joaquin Valley and foothill areas. Orographic lifting caused intensification of rains at times. Heavy mountain snows also occurred. Low clouds and fog from the orographic lifting also created dangerous driving conditions for the Kern County mountain passes.,Kern County Department of Highways reported flooding near Red Rock Randsburg Road near Red Rock Canyon State Park from Highway 395 to Highway 14 and Garlock Road.,CSV
201701,4,455,201701,4,555,112592,671861,CALIFORNIA,6,2017,January,Flood,C,75,SAN FRANCISCO,MTR,04-JAN-17 04:55:00,PST-8,04-JAN-17 05:55:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,2.0,E,OCEAN VIEW,2.0,E,OCEAN VIEW,37.7232,-122.40100000000001,37.7233,-122.4007,"The first in a series of three atmospheric river events between January 2 and January 10. Strong winds, flooding, and debris flows occurred throughout this event. Snow was also recorded at higher elevations.","US 101 S and Paul Ave Offramp. Vehicles hydroplaning. Unknown depth, possibly several inches.",CSV
201701,5,600,201701,5,600,112800,673905,CALIFORNIA,6,2017,January,Flood,C,29,KERN,HNX,05-JAN-17 06:00:00,PST-8,05-JAN-17 06:00:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,3.0,NNW,DI GIORGIO,2.0,NNW,DI GIORGIO,35.284,-118.8463,35.2845,-118.8389,Low pressure moving southeastward into central CA from the Pacific Northwest allowed subtropical moisture stream to be pumped into the region bringing heavy rainfall to the San Joaquin Valley and foothill areas. Orographic lifting caused intensification of rains at times. Heavy mountain snows also occurred. Low clouds and fog from the orographic lifting also created dangerous driving conditions for the Kern County mountain passes.,Kern County Department of Highways reported flooding northeast of Lamont on Comanche Drive from Panama Road to Mountain View Road.,CSV
201701,5,900,201701,5,900,112800,673907,CALIFORNIA,6,2017,January,Flood,C,29,KERN,HNX,05-JAN-17 09:00:00,PST-8,05-JAN-17 09:00:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,3.0,NE,LAMONT,1.0,NNW,RIBIER,35.2983,-118.8822,35.2656,-118.8814,Low pressure moving southeastward into central CA from the Pacific Northwest allowed subtropical moisture stream to be pumped into the region bringing heavy rainfall to the San Joaquin Valley and foothill areas. Orographic lifting caused intensification of rains at times. Heavy mountain snows also occurred. Low clouds and fog from the orographic lifting also created dangerous driving conditions for the Kern County mountain passes.,Kern County Department of Highways reported flooding northeast of Lamont on Edison Road from Panama Road to Panama Lane.,CSV
201701,5,900,201701,5,900,112800,673909,CALIFORNIA,6,2017,January,Flood,C,29,KERN,HNX,05-JAN-17 09:00:00,PST-8,05-JAN-17 09:00:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,Heavy Rain,,,,,,,,,2.0,ENE,LAMONT,2.0,NNE,RIBIER,35.2842,-118.8822,35.2844,-118.8598,Low pressure moving southeastward into central CA from the Pacific Northwest allowed subtropical moisture stream to be pumped into the region bringing heavy rainfall to the San Joaquin Valley and foothill areas. Orographic lifting caused intensification of rains at times. Heavy mountain snows also occurred. Low clouds and fog from the orographic lifting also created dangerous driving conditions for the Kern County mountain passes.,Kern County Department of Highways reported flooding northeast of Lamont on Mountain View Road from Edison Road to Malaga Road.,CSV
201701,4,552,201701,4,652,112592,671862,CALIFORNIA,6,2017,January,Flood,C,85,SANTA CLARA,MTR,04-JAN-17 05:52:00,PST-8,04-JAN-17 06:52:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,1.0,NE,OLD GILROY,1.0,NE,OLD GILROY,37.01,-121.52,37.0084,-121.5167,"The first in a series of three atmospheric river events between January 2 and January 10. Strong winds, flooding, and debris flows occurred throughout this event. Snow was also recorded at higher elevations.",WB SR152 and Ferguson. Flood water in area.,CSV
